name,HIP_name,Simbad_resolvable_name,filenames,SNR,iodine_flag,failure_code,failure_message,iso_fail_flag,warnings,Teff_bounds_flag,R_bounds_flag,Teff,u_Teff,Teff_detrended,u_Teff_detrended,iso_Teff,iso_up_Teff,iso_um_Teff,radius,u_radius,radius_detrended,u_radius_detrended,iso_radius,iso_up_radius,iso_um_radius,feh,u_feh,feh_detrended,u_feh_detrended,iso_feh,iso_up_feh,iso_um_feh,logg,u_logg,logg_detrended,u_logg_detrended,iso_logg,iso_up_logg,iso_um_logg,mass,u_mass,mass_detrended,u_mass_detrended,iso_mass,iso_up_mass,iso_um_mass,age,u_age,age_detrended,u_age_detrended,iso_age,iso_up_age,iso_um_age,best_mean_chi_squared,timestamp
HIP116613,HIP116613,HIP116613,"['rbhb.234.fits', 'rbhb.235.fits', 'rbhb.233.fits']",254.9071905248065,0.0,0,No failure,False,[],0,0,5664.135,125.8,5673.093,125.8,5670.731,104.187,100.246,1.279,0.34,1.231,0.34,1.009,0.02,0.02,0.075,0.09,0.046,0.09,0.015,0.091,0.081,4.241,0.09,4.241,0.09,4.408,0.032,0.031,1.002,0.6,1.002,0.6,0.956,0.05,0.047,9.89,0.23,9.888,0.23,6.376,3.097,2.871,1.99,05Nov2021-01:24:38
HIP116727,HIP116727,HIP116727,"['rboq.719.fits', 'rboq.720.fits', 'rboq.718.fits', 'rboq.721.fits']",269.9182583874931,0.0,0,No failure,False,[],0,3,4841.605,125.8,4850.564,125.8,4782.425,76.187,78.822,4.884,0.34,4.884,0.34,4.494,0.391,0.351,0.169,0.09,0.124,0.09,0.099,0.095,0.078,3.153,0.09,3.153,0.09,3.194,0.069,0.072,1.252,0.6,1.252,0.6,1.175,0.205,0.188,9.74,0.23,9.735,0.23,5.764,5.086,2.596,4.56,05Nov2021-01:39:51
HIP116758,HIP116758,HIP116758,"['rbpc.829.fits', 'rbpc.827.fits', 'rbpc.828.fits']",305.25519069347945,0.0,0,No failure,False,[],1,0,6609.969,125.8,6618.927,125.8,6637.208,116.943,111.017,1.962,0.34,1.665,0.34,2.441,0.082,0.078,-0.11,0.09,-0.106,0.09,-0.085,0.104,0.055,4.023,0.09,4.023,0.09,3.854,0.027,0.026,1.43,0.6,1.43,0.6,1.573,0.051,0.053,9.36,0.23,9.358,0.23,1.61,0.197,0.162,10.25,05Nov2021-01:56:57
HIP116771,HIP116771,HIP116771,"['rbpi.425.fits', 'rbpi.426.fits', 'rbpi.427.fits', 'rbpi.423.fits', 'rbpi.424.fits']",327.5826440333416,0.0,0,No failure,False,[],0,0,6069.738,125.8,6078.697,125.8,6084.342,106.472,108.519,1.506,0.34,1.392,0.34,1.48,0.131,0.131,-0.133,0.09,-0.125,0.09,-0.112,0.078,0.097,4.155,0.09,4.155,0.09,4.139,0.066,0.06,1.133,0.6,1.133,0.6,1.127,0.081,0.078,9.65,0.23,9.648,0.23,4.727,1.729,1.253,0.91,05Nov2021-02:13:25
HIP116819,HIP116819,HIP116819,"['rbgz.217.fits', 'rbgz.216.fits', 'rbgz.218.fits']",185.5190827869872,0.0,0,No failure,False,[],0,0,5350.379,125.8,5359.338,125.8,5401.26,92.933,94.881,0.994,0.07,0.994,0.07,0.838,0.016,0.016,-0.079,0.09,-0.08,0.09,-0.104,0.085,0.088,4.414,0.09,4.414,0.09,4.523,0.027,0.031,0.865,0.6,0.865,0.6,0.857,0.037,0.039,9.91,0.23,9.912,0.23,5.47,4.01,3.172,1.9,05Nov2021-02:28:39
HIP116838,HIP116838,HIP116838,['rast.210.fits'],169.51792286326244,0.0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,4571.144,125.8,4580.103,125.8,5062.041,14.566,24.152,0.766,0.07,0.766,0.07,1.003,0.018,0.016,0.135,0.09,0.095,0.09,0.351,0.052,0.059,4.576,0.09,4.576,0.09,4.363,0.012,0.012,0.752,0.6,0.752,0.6,0.85,0.009,0.008,9.9,0.23,9.903,0.23,19.045,0.463,0.834,14.93,05Nov2021-02:42:00
HIP116936,HIP116936,HIP116936,"['rbgy.245.fits', 'rbgy.247.fits', 'rbgy.246.fits']",65.34306532849097,0.0,0,No failure,False,[],0,0,3999.082,71.5,4008.041,71.5,4102.022,46.592,56.639,0.632,0.07,0.632,0.07,0.596,0.017,0.018,-0.099,0.09,-0.097,0.09,-0.05,0.079,0.08,4.68,0.09,4.68,0.09,4.655,0.021,0.015,0.621,0.6,0.621,0.6,0.592,0.013,0.013,9.82,0.23,9.821,0.23,11.864,5.493,7.078,4.79,05Nov2021-02:56:42
HIP116971,HIP116971,HIP116971,"['rbor.104.fits', 'rbor.106.fits', 'rbor.105.fits']",263.29739008391255,0.0,0,No failure,False,[],1,3,6666.282,125.8,6675.241,125.8,6735.704,115.191,109.698,1.753,0.34,1.549,0.34,2.429,0.065,0.063,-0.19,0.09,-0.172,0.09,-0.136,0.102,0.057,4.087,0.09,4.087,0.09,3.859,0.023,0.023,1.355,0.6,1.355,0.6,1.569,0.048,0.045,9.39,0.23,9.388,0.23,1.566,0.182,0.147,8.26,05Nov2021-03:13:03
HIP117197,HIP117197,HIP117197,"['rbut.682.fits', 'rbut.683.fits', 'rbut.684.fits']",84.96171084418152,0.0,0,No failure,False,[],0,0,3998.947,71.5,4007.905,71.5,4115.784,32.983,47.969,0.598,0.07,0.598,0.07,0.559,0.02,0.026,-0.271,0.09,-0.238,0.09,-0.204,0.08,0.086,4.7,0.09,4.7,0.09,4.687,0.033,0.019,0.598,0.6,0.598,0.6,0.565,0.014,0.016,9.69,0.23,9.686,0.23,11.924,5.487,7.073,10.87,05Nov2021-03:29:31
HIP117410,HIP117410,HIP117410,"['ratp.211.fits', 'ratp.210.fits', 'ratp.212.fits']",105.57299882571628,0.0,0,No failure,False,[],0,0,4362.538,71.5,4371.496,71.5,4504.063,63.467,63.608,0.687,0.07,0.687,0.07,0.709,0.024,0.023,0.028,0.09,0.008,0.09,0.097,0.084,0.083,4.644,0.09,4.644,0.09,4.583,0.029,0.023,0.701,0.6,0.701,0.6,0.713,0.024,0.023,9.59,0.23,9.586,0.23,13.161,4.65,6.815,3.14,05Nov2021-03:45:46
HIP117463,HIP117463,HIP117463,"['rbgz.222.fits', 'rbgz.223.fits', 'rbgz.224.fits']",139.13982927200877,0.0,0,No failure,False,[],0,0,4884.244,125.8,4893.203,125.8,5043.25,95.662,88.971,0.737,0.07,0.737,0.07,0.754,0.032,0.029,-0.127,0.09,-0.12,0.09,-0.138,0.087,0.085,4.508,0.09,4.508,0.09,4.568,0.033,0.04,0.751,0.6,0.751,0.6,0.772,0.034,0.035,9.95,0.23,9.951,0.23,7.077,6.362,4.716,2.55,05Nov2021-04:01:32
HIP117473,HIP117473,HIP117473,"['rbhc.234.fits', 'rbhc.235.fits', 'rbhc.236.fits']",,1.0,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-04:01:49
HIP117559,HIP117559,HIP117559,"['rcao.440.fits', 'rcao.441.fits', 'rcao.442.fits']",158.87151860490326,0.0,0,No failure,False,[],0,0,4349.821,71.5,4358.78,71.5,4421.175,52.302,51.917,0.709,0.07,0.709,0.07,0.667,0.019,0.019,0.063,0.09,0.036,0.09,0.018,0.083,0.083,4.643,0.09,4.643,0.09,4.624,0.021,0.026,0.705,0.6,0.705,0.6,0.685,0.023,0.022,9.58,0.23,9.584,0.23,7.387,7.032,5.152,3.35,05Nov2021-04:16:30
HIP11759,HIP11759,HIP11759,"['rcbg.511.fits', 'rcbg.512.fits', 'rcbg.513.fits']",185.2143302893468,0.0,0,No failure,False,[],0,0,4891.318,125.8,4900.277,125.8,4936.336,94.843,87.339,0.744,0.07,0.744,0.07,0.739,0.029,0.027,-0.084,0.09,-0.084,0.09,-0.113,0.085,0.082,4.518,0.09,4.518,0.09,4.577,0.032,0.037,0.763,0.6,0.763,0.6,0.757,0.033,0.033,9.89,0.23,9.893,0.23,7.364,6.593,4.956,2.5,05Nov2021-04:31:03
HIP117712,HIP117712,HIP117712,"['rbdl.234.fits', 'rbdl.232.fits', 'rbdl.233.fits']",229.06534573607485,0.0,0,No failure,False,[],0,0,6064.663,125.8,6073.622,125.8,5992.945,120.633,120.076,1.378,0.34,1.303,0.34,1.016,0.09,0.078,-0.365,0.09,-0.316,0.09,-0.344,0.09,0.085,4.251,0.09,4.251,0.09,4.38,0.069,0.071,1.055,0.6,1.055,0.6,0.931,0.053,0.051,9.58,0.23,9.583,0.23,5.856,2.854,2.723,58.8,05Nov2021-04:49:40
HIP117779,HIP117779,HIP117779,"['rbgy.242.fits', 'rbgy.244.fits', 'rbgy.243.fits']",91.7524679823893,0.0,0,No failure,False,[],0,0,4077.962,71.5,4086.921,71.5,4154.836,43.128,34.678,0.632,0.07,0.632,0.07,0.594,0.02,0.021,-0.103,0.09,-0.1,0.09,-0.096,0.074,0.069,4.68,0.09,4.68,0.09,4.663,0.028,0.023,0.627,0.6,0.627,0.6,0.6,0.015,0.015,9.7,0.23,9.702,0.23,10.176,6.388,6.688,4.18,05Nov2021-05:06:23
HIP117795,HIP117795,HIP117795,"['rbum.689.fits', 'rbum.688.fits', 'rbum.690.fits']",91.7524679823893,,1,"ValueError: operands could not be broadcast together with shapes (5808,) (5835,) ",,[],0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-05:07:26
HIP11783,HIP11783,HIP11783,"['rbjg.209.fits', 'rbjg.210.fits', 'rbjg.211.fits']",285.9043542947318,0.0,0,No failure,False,[],0,0,6208.04,125.8,6216.998,125.8,6319.803,146.528,142.204,1.622,0.34,1.468,0.34,2.451,0.153,0.153,-0.267,0.09,-0.235,0.09,-0.163,0.124,0.109,4.076,0.09,4.076,0.09,3.79,0.056,0.045,1.134,0.6,1.134,0.6,1.355,0.16,0.063,9.66,0.23,9.664,0.23,2.574,0.405,0.69,0.84,05Nov2021-05:24:02
HIP117946,HIP117946,HIP117946,"['rato.198.fits', 'rato.200.fits', 'rato.199.fits']",143.8532662369237,0.0,0,No failure,False,[],0,0,4778.838,125.8,4787.796,125.8,4924.826,93.201,90.777,0.76,0.07,0.76,0.07,0.762,0.031,0.028,0.006,0.09,-0.011,0.09,-0.013,0.089,0.085,4.544,0.09,4.544,0.09,4.562,0.033,0.038,0.777,0.6,0.777,0.6,0.78,0.033,0.033,9.92,0.23,9.919,0.23,7.734,6.455,5.102,2.86,05Nov2021-05:39:46
HIP118162,HIP118162,HIP118162,"['rbgz.219.fits', 'rbgz.220.fits', 'rbgz.221.fits']",251.0408975178397,0.0,0,No failure,False,[],0,0,5581.638,125.8,5590.596,125.8,5634.464,94.668,90.564,1.397,0.34,1.317,0.34,1.031,0.019,0.018,0.048,0.09,0.024,0.09,-0.003,0.087,0.081,4.16,0.09,4.16,0.09,4.379,0.029,0.028,0.978,0.6,0.978,0.6,0.934,0.047,0.042,9.98,0.23,9.984,0.23,8.373,2.775,2.762,1.77,05Nov2021-05:55:38
HIP118212,HIP118212,HIP118212,"['rbha.227.fits', 'rbha.225.fits', 'rbha.226.fits']",85.46279615345608,0.0,0,No failure,False,[],0,0,3828.68,71.5,3837.638,71.5,4024.613,46.804,48.737,0.572,0.07,0.572,0.07,0.616,0.015,0.014,-0.055,0.09,-0.061,0.09,0.111,0.067,0.063,4.701,0.09,4.701,0.09,4.636,0.012,0.013,0.591,0.6,0.591,0.6,0.602,0.012,0.011,9.77,0.23,9.772,0.23,15.092,3.37,5.972,5.01,05Nov2021-06:12:25
HIP118310,HIP118310,HIP118310,['rasn.235.fits'],106.86826778869512,0.0,0,No failure,True,"['Failed to find Gaia name in Simbad; cannot run isochrone analysis.', 'Failed to find 2MASS name in Simbad; cannot run isochrone analysis.']",0,0,4388.986,71.5,4397.944,71.5,4407.53,69.278,70.193,0.728,0.07,0.728,0.07,0.667,0.02,0.02,0.123,0.09,0.086,0.09,0.055,0.08,0.088,4.631,0.09,4.631,0.09,4.629,0.019,0.025,0.719,0.6,0.719,0.6,0.692,0.025,0.024,9.61,0.23,9.613,0.23,5.494,6.862,4.007,3.75,05Nov2021-06:26:31
HIP120005,HIP120005,HIP120005,['rbns.600.fits'],67.59251291921595,0.0,0,No failure,True,['Failed to acquire 2MASS photometry; cannot run isochrone analysis.'],0,0,3916.111,71.5,3925.07,71.5,,0.0,0.0,0.601,0.07,0.601,0.07,,0.0,0.0,-0.114,0.09,-0.109,0.09,,0.0,0.0,4.693,0.09,4.693,0.09,,0.0,0.0,0.61,0.6,0.61,0.6,,0.0,0.0,9.78,0.23,9.785,0.23,,0.0,0.0,3.69,05Nov2021-06:48:13
HIP12097,HIP12097,HIP12097,"['rcbh.712.fits', 'rcbh.713.fits', 'rcbh.714.fits']",75.30611074103751,0.0,0,No failure,False,[],0,3,3571.63,71.5,3580.589,71.5,3727.775,46.118,41.139,0.473,0.07,0.473,0.07,0.495,0.011,0.011,0.029,0.09,0.008,0.09,0.133,0.066,0.07,4.767,0.09,4.767,0.09,4.735,0.01,0.01,0.476,0.6,0.476,0.6,0.488,0.011,0.011,9.7,0.23,9.703,0.23,12.658,5.006,6.873,8.15,05Nov2021-07:04:49
HIP12390,HIP12390,HIP12390,"['ratk.214.fits', 'ratk.215.fits', 'ratk.213.fits']",251.86100496169013,0.0,0,No failure,False,[],0,0,6211.35,125.8,6220.308,125.8,6234.404,110.463,110.76,1.547,0.34,1.419,0.34,1.656,0.141,0.134,-0.229,0.09,-0.203,0.09,-0.189,0.086,0.095,4.12,0.09,4.12,0.09,4.069,0.06,0.062,1.139,0.6,1.139,0.6,1.204,0.07,0.081,9.66,0.23,9.655,0.23,3.606,1.377,0.714,1.27,05Nov2021-07:21:01
HIP1242,HIP1242,HIP1242,['rata.209.fits'],251.86100496169013,,1,"ValueError: operands could not be broadcast together with shapes (2737,) (5835,) ",,['Gaia returned Nan parallax'],0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-07:22:02
HIP12444,HIP12444,HIP12444,"['rceh.489.fits', 'rceh.490.fits', 'rceh.491.fits']",343.7435851674181,0.0,0,No failure,False,[],0,0,6082.931,125.8,6091.89,125.8,6042.464,117.783,115.807,1.436,0.34,1.345,0.34,1.237,0.033,0.033,-0.024,0.09,-0.035,0.09,-0.061,0.101,0.081,4.19,0.09,4.19,0.09,4.283,0.033,0.033,1.15,0.6,1.15,0.6,1.081,0.055,0.055,9.62,0.23,9.62,0.23,4.512,1.872,1.578,1.04,05Nov2021-07:37:06
HIP12447,HIP12447,HIP12447,"['rati.245.fits', 'rati.243.fits', 'rati.244.fits']",282.64728426908243,0.0,0,No failure,False,[],0,0,6306.626,125.8,6315.584,125.8,6409.891,108.279,105.148,1.864,0.34,1.613,0.34,1.517,0.031,0.028,-0.088,0.09,-0.088,0.09,-0.062,0.082,0.11,4.114,0.09,4.114,0.09,4.178,0.018,0.02,1.303,0.6,1.303,0.6,1.272,0.03,0.033,9.37,0.23,9.367,0.23,2.464,0.45,0.413,1.26,05Nov2021-07:52:36
HIP12706,HIP12706,HIP12706,"['ratp.241.fits', 'ratp.243.fits', 'ratp.242.fits']",291.326715017371,0.0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,6683.494,125.8,6692.453,125.8,6761.787,110.863,110.551,1.734,0.34,1.537,0.34,2.566,0.114,0.08,-0.203,0.09,-0.183,0.09,-0.124,0.09,0.066,4.093,0.09,4.093,0.09,3.822,0.025,0.031,1.348,0.6,1.348,0.6,1.622,0.056,0.05,9.39,0.23,9.387,0.23,1.452,0.156,0.134,5.96,05Nov2021-08:08:16
HIP12709,HIP12709,HIP12709,"['rato.264.fits', 'rato.265.fits', 'rato.266.fits']",197.2462880373957,0.0,0,No failure,False,[],0,0,4598.883,125.8,4607.842,125.8,4798.38,91.498,91.244,0.725,0.07,0.725,0.07,0.75,0.028,0.026,0.039,0.09,0.017,0.09,0.034,0.087,0.084,4.578,0.09,4.578,0.09,4.566,0.033,0.034,0.743,0.6,0.743,0.6,0.762,0.032,0.031,9.76,0.23,9.76,0.23,9.299,6.331,5.91,3.16,05Nov2021-08:23:26
HIP12777,HIP12777,HIP12777,"['rbql.645.fits', 'rbql.646.fits', 'rbql.647.fits']",320.4451615526438,0.0,0,No failure,False,[],0,0,6089.395,125.8,6098.354,125.8,6073.3,109.258,104.622,1.567,0.34,1.433,0.34,1.481,0.137,0.133,-0.028,0.09,-0.038,0.09,-0.041,0.074,0.088,4.126,0.09,4.126,0.09,4.15,0.068,0.063,1.179,0.6,1.179,0.6,1.16,0.076,0.079,9.61,0.23,9.611,0.23,4.217,1.668,1.014,0.99,05Nov2021-08:40:23
HIP12781,HIP12781,HIP12781,"['rcfc.806.fits', 'rcfc.807.fits', 'rcfc.808.fits']",76.62196510863824,0.0,0,No failure,False,[],0,3,3445.986,71.5,3454.944,71.5,3500.317,71.099,52.532,0.353,0.07,0.353,0.07,0.363,0.008,0.008,-0.018,0.09,-0.03,0.09,0.089,0.085,0.06,4.895,0.09,4.895,0.09,4.851,0.008,0.008,0.35,0.6,0.35,0.6,0.343,0.009,0.009,9.65,0.23,9.645,0.23,10.417,6.234,6.686,8.77,05Nov2021-08:55:10
HIP12828,HIP12828,HIP12828,"['rbjg.202.fits', 'rbjg.201.fits', 'rbjg.203.fits']",223.36074512084144,0.0,0,No failure,False,[],1,0,6379.932,125.8,6388.891,125.8,6399.386,112.426,117.057,3.063,0.34,3.063,0.34,2.427,0.185,0.173,-0.057,0.09,-0.063,0.09,-0.037,0.059,0.095,3.746,0.09,3.746,0.09,3.827,0.053,0.055,1.552,0.6,1.552,0.6,1.475,0.112,0.117,9.28,0.23,9.282,0.23,2.073,0.602,0.4,3.2,05Nov2021-09:11:00
HIP12832,HIP12832,HIP12832,"['rbjf.200.fits', 'rbjf.201.fits', 'rbjf.202.fits']",283.91928629949126,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],1,0,6671.595,125.8,6680.554,125.8,6754.681,114.359,114.091,1.779,0.34,1.564,0.34,2.659,0.18,0.175,-0.186,0.09,-0.168,0.09,-0.091,0.063,0.094,4.08,0.09,4.08,0.09,3.798,0.044,0.042,1.364,0.6,1.364,0.6,1.654,0.075,0.077,9.38,0.23,9.381,0.23,1.396,0.18,0.146,11.38,05Nov2021-09:27:18
HIP12843,HIP12843,HIP12843,"['rbjf.217.fits', 'rbjf.218.fits', 'rbjf.216.fits']",292.3834570174927,0.0,0,No failure,False,[],0,0,6302.28,125.8,6311.238,125.8,6265.641,133.333,127.53,1.596,0.34,1.452,0.34,1.45,0.145,0.133,-0.024,0.09,-0.035,0.09,-0.048,0.086,0.093,4.155,0.09,4.155,0.09,4.187,0.07,0.068,1.292,0.6,1.292,0.6,1.227,0.06,0.072,9.43,0.23,9.429,0.23,2.815,0.916,0.653,0.88,05Nov2021-09:43:07
HIP13081,HIP13081,HIP13081,"['rcer.296.fits', 'rcer.297.fits', 'rcer.298.fits']",319.52241277510564,0.0,0,No failure,False,[],0,0,5314.244,125.8,5323.202,125.8,5327.59,90.254,91.162,0.802,0.07,0.802,0.07,0.826,0.015,0.015,0.065,0.09,0.038,0.09,0.011,0.074,0.083,4.553,0.09,4.553,0.09,4.549,0.018,0.025,0.872,0.6,0.872,0.6,0.883,0.027,0.033,9.44,0.23,9.443,0.23,2.88,3.216,1.934,1.58,05Nov2021-09:57:59
HIP13402,HIP13402,HIP13402,"['ratp.244.fits', 'ratp.246.fits', 'ratp.245.fits']",351.58649640326774,0.0,0,No failure,False,[],0,0,5126.386,125.8,5135.344,125.8,5090.643,116.398,114.717,0.807,0.07,0.807,0.07,0.81,0.047,0.039,0.083,0.09,0.053,0.09,0.036,0.09,0.088,4.53,0.09,4.53,0.09,4.532,0.042,0.052,0.845,0.6,0.845,0.6,0.825,0.039,0.038,9.69,0.23,9.692,0.23,7.372,6.354,4.937,2.05,05Nov2021-10:11:38
HIP80459,HIP80459,HIP80459,"['rbfd.204.fits', 'rbfd.203.fits', 'rbfd.202.fits']",65.78535097074234,0,0,No failure,False,[],0,3,3518.109,71.5,3527.068,71.5,3626.739,59.337,50.569,0.376,0.07,0.376,0.07,0.331,0.007,0.007,-0.29,0.09,-0.254,0.09,-0.164,0.095,0.065,4.861,0.09,4.861,0.09,4.889,0.008,0.008,0.37,0.6,0.37,0.6,0.31,0.008,0.008,9.74,0.23,9.744,0.23,9.82,6.663,6.548,6.17,04Nov2021-22:04:39
HIP80480,HIP80480,HIP80480,"['raza.212.fits', 'raza.211.fits', 'raza.213.fits']",294.81742397043377,0,0,No failure,False,[],1,0,6616.528,125.8,6625.486,125.8,6881.025,86.562,84.469,1.973,0.34,1.671,0.34,1.7,0.034,0.031,-0.11,0.09,-0.106,0.09,-0.094,0.106,0.07,4.02,0.09,4.02,0.09,4.122,0.023,0.019,1.435,0.6,1.435,0.6,1.407,0.039,0.035,9.35,0.23,9.353,0.23,1.603,0.217,0.234,6.59,04Nov2021-22:21:22
HIP80628,HIP80628,HIP80628,"['raza.152.fits', 'raza.153.fits', 'raza.151.fits']",225.73104004856367,0,0,No failure,False,[],1,0,6567.659,125.8,6576.618,125.8,6609.713,114.317,110.781,2.12,0.34,2.12,0.34,2.6,0.12,0.119,-0.05,0.09,-0.056,0.09,-0.028,0.067,0.062,3.974,0.09,3.974,0.09,3.814,0.034,0.034,1.487,0.6,1.487,0.6,1.635,0.06,0.063,9.33,0.23,9.335,0.23,1.492,0.192,0.153,17.01,04Nov2021-22:34:49
HIP80644,HIP80644,HIP80644,"['rblu.228.fits', 'rblu.229.fits', 'rblu.230.fits']",144.01360511087572,0,0,No failure,False,[],0,0,4231.829,71.5,4240.787,71.5,4327.404,58.614,58.455,0.678,0.07,0.678,0.07,0.642,0.02,0.02,-0.05,0.09,-0.057,0.09,-0.039,0.085,0.08,4.662,0.09,4.662,0.09,4.636,0.022,0.023,0.669,0.6,0.669,0.6,0.653,0.022,0.021,9.61,0.23,9.605,0.23,9.467,6.595,6.246,3.89,04Nov2021-22:48:43
HIP80725,HIP80725,HIP80725,"['razc.211.fits', 'razc.212.fits', 'razc.210.fits']",235.7287362825648,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,5077.871,125.8,5086.829,125.8,5277.571,83.447,74.491,0.742,0.07,0.742,0.07,0.875,0.015,0.014,-0.272,0.09,-0.239,0.09,-0.176,0.083,0.08,4.551,0.09,4.551,0.09,4.446,0.023,0.019,0.767,0.6,0.767,0.6,0.784,0.033,0.024,9.82,0.23,9.818,0.23,15.339,2.908,3.697,2.58,04Nov2021-23:03:19
HIP81300,HIP81300,HIP81300,"['rbyj.806.fits', 'rbyj.807.fits', 'rbyj.808.fits']",277.45063609361216,0,0,No failure,False,[],0,0,5210.911,125.8,5219.87,125.8,5183.245,118.412,116.268,0.838,0.07,0.838,0.07,0.823,0.05,0.041,0.043,0.09,0.02,0.09,0.004,0.088,0.091,4.516,0.09,4.516,0.09,4.525,0.044,0.056,0.865,0.6,0.865,0.6,0.837,0.039,0.039,9.72,0.23,9.717,0.23,6.876,6.061,4.594,1.98,04Nov2021-23:16:02
HIP81348,HIP81348,HIP81348,"['razg.224.fits', 'razg.226.fits', 'razg.225.fits']",102.5052983100904,0,0,No failure,False,[],0,0,4362.448,71.5,4371.407,71.5,4492.681,50.104,50.854,0.716,0.07,0.716,0.07,0.687,0.02,0.02,0.074,0.09,0.045,0.09,0.056,0.081,0.085,4.638,0.09,4.638,0.09,4.613,0.022,0.027,0.709,0.6,0.709,0.6,0.708,0.024,0.024,9.61,0.23,9.609,0.23,7.303,6.911,5.058,3.86,04Nov2021-23:27:49
HIP81375,HIP81375,HIP81375,"['rbyj.803.fits', 'rbyj.804.fits', 'rbyj.805.fits']",281.33830037485563,0,0,No failure,False,[],0,0,5179.709,125.8,5188.668,125.8,5241.541,108.443,99.341,0.97,0.07,0.97,0.07,0.9,0.017,0.017,0.204,0.09,0.152,0.09,0.157,0.087,0.088,4.407,0.09,4.407,0.09,4.472,0.03,0.03,0.875,0.6,0.875,0.6,0.881,0.047,0.043,10.09,0.23,10.09,0.23,9.03,4.5,4.189,2.41,04Nov2021-23:39:41
HIP81813,HIP81813,HIP81813,"['rbyj.800.fits', 'rbyj.801.fits', 'rbyj.802.fits']",340.20283758829083,0,0,No failure,False,[],0,0,5282.43,125.8,5291.389,125.8,5408.228,97.156,93.631,0.95,0.07,0.95,0.07,0.835,0.014,0.014,-0.14,0.09,-0.13,0.09,-0.136,0.086,0.088,4.447,0.09,4.447,0.09,4.521,0.027,0.029,0.847,0.6,0.847,0.6,0.848,0.038,0.04,9.77,0.23,9.773,0.23,5.934,4.031,3.291,2.79,04Nov2021-23:53:36
HIP81833,HIP81833,HIP81833,"['rayy.199.fits', 'rayy.201.fits', 'rayy.200.fits']",276.8650075792804,0,0,No failure,False,[],0,0,4976.594,125.8,4985.553,125.8,4974.593,46.315,43.986,5.344,0.34,5.344,0.34,8.704,0.54,0.331,0.012,0.09,-0.005,0.09,-0.007,0.056,0.096,3.114,0.09,3.114,0.09,2.885,0.022,0.034,1.238,0.6,1.238,0.6,2.14,0.138,0.089,9.72,0.23,9.723,0.23,0.849,0.117,0.135,2.99,05Nov2021-00:07:58
HIP81919,HIP81919,HIP81919,"['raze.195.fits', 'raze.193.fits', 'raze.194.fits']",152.66928600301986,0,0,No failure,False,['Gaia returned Nan parallax'],0,3,4700.979,125.8,4709.938,125.8,4842.778,91.952,80.132,0.731,0.07,0.731,0.07,0.756,0.038,0.034,0.021,0.09,0.002,0.09,0.007,0.088,0.089,4.531,0.09,4.531,0.09,4.557,0.041,0.041,0.753,0.6,0.753,0.6,0.763,0.031,0.03,9.86,0.23,9.862,0.23,10.144,6.281,6.545,11.41,05Nov2021-00:24:37
HIP82020,HIP82020,HIP82020,"['raza.210.fits', 'raza.208.fits', 'raza.209.fits']",290.0154831534861,0,0,No failure,False,[],0,0,6653.286,125.8,6662.244,125.8,6656.322,129.619,122.434,1.807,0.34,1.581,0.34,1.867,0.06,0.056,-0.17,0.09,-0.155,0.09,-0.156,0.105,0.085,4.07,0.09,4.07,0.09,4.031,0.028,0.029,1.375,0.6,1.375,0.6,1.38,0.044,0.043,9.38,0.23,9.38,0.23,2.054,0.289,0.243,14.81,05Nov2021-00:40:41
HIP82333,HIP82333,HIP82333,"['raxn.237.fits', 'raxn.239.fits', 'raxn.238.fits']",89.56043645127993,0,0,No failure,False,[],0,0,4203.517,71.5,4212.476,71.5,4285.007,56.085,56.2,0.65,0.07,0.65,0.07,0.59,0.018,0.018,-0.192,0.09,-0.173,0.09,-0.198,0.07,0.073,4.673,0.09,4.673,0.09,4.677,0.02,0.021,0.639,0.6,0.639,0.6,0.607,0.019,0.019,9.63,0.23,9.635,0.23,8.468,7.049,5.872,4.42,05Nov2021-00:55:31
HIP82587,HIP82587,HIP82587,"['raxk.200.fits', 'raxk.201.fits', 'raxk.199.fits']",291.67844191260093,0,0,No failure,False,[],1,0,6522.768,125.8,6531.727,125.8,6629.529,108.599,112.028,2.297,0.34,2.297,0.34,1.527,0.025,0.031,0.016,0.09,-0.002,0.09,-0.007,0.092,0.089,3.921,0.09,3.921,0.09,4.195,0.021,0.02,1.551,0.6,1.551,0.6,1.332,0.038,0.031,9.31,0.23,9.308,0.23,1.718,0.356,0.363,6.25,05Nov2021-01:11:48
